title,authors,Annee,Pays,Journal,Quartile,Citations,Impact_Score,abstract_
A Blockchain Distributed Computing Resource Scheduling Balancing Method Based on Variance Ratio,"Xiaofeng Chen;
Xiangjuan Jia;
Lu Zhang;
Liang Cai",2022,Brazil,IEEE Xplore,Q4,86,4.82,N/A
Detecting Blockchain Security Threats,"Benedikt Putz;
Günther Pernul",2020,USA,IEEE Xplore,Q1,104,7.48,N/A
Securely Boosting Chain Growth and Confirmation Speed in PoW Blockchains,"Ovia Seshadri;
Vinay J Ribeiro;
Aditya Kumar",2021,UK,IEEE Xplore,Q4,18,4.7,N/A
Performance and Cost Evaluation of Public Blockchain: An NFT Marketplace Case Study,"Mohammadreza Rasolroveicy;
Marios Fokaefs",2022,China,IEEE Xplore,Q4,21,4.32,N/A
Research on architecture and smart contract of household intelligent power service platform based on blockchain,"Danping Zou;
Xuesong Shao;
Xiao Chen",2021,Canada,IEEE Xplore,Q2,40,3.4,N/A
A Review of Lightweight Blockchain Technology Implementation to the Internet of Things,"Delphi Hanggoro;
Riri Fitri Sari",2019,China,IEEE Xplore,Q2,113,5.65,N/A
A Blockchain-based key Management Scheme for Named Data Networking,"Junjun Lou;
Qichao Zhang;
Zhuyun Qi;
Kai Lei",2018,Germany,IEEE Xplore,Q1,24,8.13,N/A
Implementation and Testing of a Blockchain based Recruitment Management System,"Nivedita Swapna Dhanala;
Radha D.",2020,USA,IEEE Xplore,Q2,16,2.8,N/A
A Trustable and Traceable Blockchain-based Secondhand Market with Committee Consensus,"Sida Huang;
Dongkun Hou;
Zitian Peng;
Yuji Dong;
Jie Zhang",2023,China,IEEE Xplore,Q1,172,9.1,N/A
Application Research on Blockchain-based Steel Structure Traceability Management,"Ye Sun;
Feng Zhang;
Weijie Xia;
Yaohua Chen",2020,UK,IEEE Xplore,Q2,11,2.29,N/A
Exploring the Role of Blockchain in Crowdfunding: Opportunities and Challenges in India,"G Krithick;
K Hemanth;
D Chandhan Reddy;
J. Arunnehru",2023,USA,IEEE Xplore,Q1,9,1.88,N/A
Securing Pharmaceutical Drug Supply Chain System using Blockchain based Hyperledger Fabric*,"Jayashree S. Mohite;
Vijay K. Kale",2024,Germany,IEEE Xplore,Q2,95,5.31,N/A
Two-ticket System Optimization for Power Grid Enterprise Safety Production based on Blockchain Technology,"Chengwei Huang;
Chengxiu Zhou;
Mingzeng Zhu;
Peng Jin;
Xiaobo Luo",2024,China,IEEE Xplore,Q2,113,5.65,N/A
A Blockchain-Based Framework for Efficient and Secure E-Certification Sharing and Verification,"Mahmoud Obaid;
Allam Abumwais;
Rami Hodrob;
Suhail Odeh",2024,France,IEEE Xplore,Q2,114,9.5,N/A
Implementing Blockchain and Smart Encryption for Immutable Purchase and Generates Digital Ownership Certificates,"Arshdeep Singh Sodhi;
Sanjana Das;
Sathyapriya Loganathan",2024,India,IEEE Xplore,Q2,123,9.47,N/A
Implementation of Blockchain Technology Using Hash Method in Java for Medical Record Application Development,"Tryan Jaya;
Salvator Elto Nugraha;
Gabriel Rolly Davinsi;
Jurike V. Moniaga;
Bakti Amirul Jabar",2022,UK,IEEE Xplore,Q1,11,2.34,N/A
"Permissionless and Permissioned, Technology-Focused and Business Needs-Driven: Understanding the Hybrid Opportunity in Blockchain Through a Case Study of Insolar","Henry M. Kim;
Hjalmar Turesson;
Marek Laskowski;
Amir Fard Bahreini",2022,France,IEEE Xplore,Q3,103,8.59,N/A
Blockchain Standards and Government Applications,"Christiana Aristidou;
Evdokia Marcou",2019,China,IEEE Xplore,Q1,51,7.35,N/A
SV-DEMR: An Electronic Medical Record Data Sharing Scheme Based on Searchable and Verifiable Encryption via Consortium Blockchain,"Yi Zhang;
Shiqiong Lin;
Jinyi Zhao",2022,UK,IEEE Xplore,Q1,15,1.08,N/A
Understanding Fusion of Internet of Vehicles with Blockchain : IoV and Blockchain,"Arman Rasool Faridi;
Rahul Singh;
Faraz Masood",2022,USA,IEEE Xplore,Q1,42,8.49,N/A
InterAcct: Access Control for Permissioned Blockchain Interoperation,"Tirthankar Sengupta;
Bishakh Chandra Ghosh;
Sandip Chakraborty;
Shamik Sural",2025,Canada,IEEE Xplore,Q4,40,2.25,N/A
Blockchain-based Token Platforms for Incentivizing Citizen Science: Case of the YOMA Reward Token,"Sana Amjad;
Mirella Bärnthaler;
Chibuzor Joseph Udokwu;
Stefan Craß;
Ebtehal Nassar;
Vinzenz Treytl",2025,China,IEEE Xplore,Q2,10,0.68,N/A
On Comparing Software Quality Metrics of Traditional vs Blockchain-Oriented Software: An Empirical Study,"Marco Ortu;
Matteo Orrú;
Giuseppe Destefanis",2019,USA,IEEE Xplore,Q2,114,6.71,N/A
An Edge Computing Data Privacy-Preserving Scheme Based on Blockchain and Homomorphic Encryption,"Guangxia Xu;
Jiajun Zhang;
Ling Wang",2022,USA,IEEE Xplore,Q1,70,7.04,N/A
Protecting Blockchain-based Decentralized Timed release of Data from Malicious Adversaries,"Jingzhe Wang;
Balaji Palanisamy",2022,USA,IEEE Xplore,Q3,5,1.95,N/A
MB-EHR: A Multilayer Blockchain-based EHR,"Huanyu Wu;
Lunjie Li;
Hye-young Paik;
Salil S. Kanhere",2021,Brazil,IEEE Xplore,Q2,12,0.64,N/A
"Game Analysis of ""Blockchain+Supply Chain Finance"" Mode in Empowering Small and Micro Enterprises’ Financing","Lei Zhou;
Xiao Ya Zhong;
Jing Liu;
Meng Jie Xia",2021,India,IEEE Xplore,Q1,70,4.17,N/A
Application and Prospect Analysis of Blockchain Technology in Water Resources Protection,"Guangfu Wu;
Enning Li;
Mengmeng Wang",2022,USA,IEEE Xplore,Q2,44,6.29,N/A
Intellectual Property Blockchain,"Saeed Alketbi;
Massudi Bin Mahmuddin",2024,China,IEEE Xplore,Q2,13,2.2,N/A
"SUPRA, a distributed publish/subscribe protocol with blockchain as a conflict resolver","Jean-Philippe ABEGG;
Quentin BRAMAS;
Timothée BRUGIÈRE;
Thomas NOEL",2021,Canada,IEEE Xplore,Q2,29,9.88,N/A
Research on the New Capability Structure of University Accounting Talents under the Background of Artificial Intelligence and Blockchain,Yanli Yang,2020,France,IEEE Xplore,Q3,23,3.87,N/A
Blockchain Integration for Secure Health Data Management,"Srujan Kale;
Aaransh Verma;
Bhagyesh Chaudhari;
Aditya Gandhi;
Chudaman Sukte;
Hanmant Magar",2024,Canada,IEEE Xplore,Q1,143,9.54,N/A
BICAFD: Blockchain based Image Content Authentication and Forgery Detection,"Jayanti Rout;
Minati Mishra",2024,China,IEEE Xplore,Q3,158,8.36,N/A
The Use of Blockchain to Enhance Transparency and Accountability in SRE Workflows,"Ayisha Tabbassum;
Vinod Goje;
Pradeep Chintale;
Shaik Abdul Kareem",2024,Canada,IEEE Xplore,Q3,75,6.32,N/A
Exploration of Radio Monitoring Data Storage Based on Blockchain Technology,"Xiaoying Ma;
Zhixin Wang;
Wenkang Wei;
Anping Li",2021,India,IEEE Xplore,Q1,8,8.92,N/A
Enhancing Node Reliability in Opportunistic Networks through Blockchain Integration,"Quang Huy Do;
Thiago Abreu;
Baah Kusi;
Nelly Chatue Diop;
Sami Souihi",2024,France,IEEE Xplore,Q4,16,8.3,N/A
Blockchain-RFID Integrated Model for Preventing Counterfeit Migration in Post-Supply Chain,"Ram Chandra Barik;
Pramod Kumar Meher;
Brajesh Kumar",2024,France,IEEE Xplore,Q2,51,4.26,N/A
A Scalable Hierarchical-Domain Blockchain-Based Sharding System Towards Collaborative Sensing in Power Trading,"Ran Chen;
Junwei Bao;
Weihua Zhao;
Tianxu Sun;
Meihan Jin;
Jiayi Guo",2023,UK,IEEE Xplore,Q1,2,0.54,N/A
Blockchain-based Farming Activities Tracker for Enhancing Trust in the Community Supported Agriculture Model,"Duc-Hiep Nguyen;
Nguyen Huynh Tuong;
Hoang-Anh Pham",2020,India,IEEE Xplore,Q2,32,2.52,N/A
Blockchain-Based Outsourced Privacy-Preserving Support Vector Machine Classification on IoT Data,"Abla Smahi;
Qi Xia;
Jianbin Gao;
Emmanuel Boateng Sifah;
Kwame Opuni-Boachie Obour Agyekum;
Hu Xia",2020,Brazil,IEEE Xplore,Q2,57,3.22,N/A
IEEE SA Blockchain in Energy Standardization Framework: Grid and Prosumer Use Cases,"Yuanrui Sang;
Umit Cali;
Murat Kuzlu;
Manisa Pipattanasomporn;
Claudio Lima;
Sijie Chen",2020,France,IEEE Xplore,Q2,38,2.72,N/A
BE-DNS: Blockchain-Enabled Decentralized Name Services and P2P Communication Protocol,"Zihan Zhou;
Chenxiao Guo;
Hao Xu;
Xiaoshuai Zhang;
Yixuan Fan;
Lei Zhang",2023,Brazil,IEEE Xplore,Q3,11,2.27,N/A
Research on intelligent terminal fusion scheme based on blockchain Technology,"Chao Ma;
Feng ZHAI;
Xia-qiang YAN;
Wei ZHANG",2021,India,IEEE Xplore,Q2,171,9.51,N/A
Secure and Transparent Smart Agriculture: Integrating Blockchain Technology with IoT for Enhanced Data Integrity and Efficiency in Agricultural System,"Muruganantham U;
Chandini P;
Palanivel N;
Gubbala Lakshmi Balaji G;
Sri Kamesh M;
Sivasanker S",2025,France,IEEE Xplore,Q1,104,5.5,N/A
Efficient Authentication System Based On Blockchain Using eID card,"Liang Liu;
Kazumasa Omote",2023,Brazil,IEEE Xplore,Q1,69,4.33,N/A
Verification of customizable blockchain consensus rule using a formal method,Ryo Kawahara,2020,Canada,IEEE Xplore,Q2,2,0.73,N/A
"LBFT-DAG: A Swift, Leader-Driven, DAG-Based Consortium Blockchain with Byzantine Fault-Tolerance","Xuewen Dong;
Yi Liu;
Teng Li;
Xiaojie Guo;
Youliang Tian;
Yulong Shen;
Xiaojiang Du",2025,Brazil,IEEE Xplore,Q2,83,8.38,N/A
Security Vulnerabilities and Countermeasures of Smart Contracts: A Survey,Epherem Merete Sifra,2022,China,IEEE Xplore,Q1,58,4.87,N/A
Integrating Blockchain with IoT for Mitigating Cyber Threat In Corporate Environment,"Ali Dharani;
S. M. Khaliq-ur-Rehman Raazi",2022,Brazil,IEEE Xplore,Q1,83,4.37,N/A
Designing Blockchain Solutions: Selecting the Platform,Hunter Albright,2021,Canada,IEEE Xplore,Q1,46,6.69,N/A
BlockPaaS: Blockchain Platform as a Service,"Yuvaraj Rajendra;
Venkatesan Subramanian;
Sandeep Kumar Shukla",2023,UK,IEEE Xplore,Q1,61,6.78,N/A
An Analytical View on Political Voting System using Blockchain Technology - UAE Case Study,"Nedaa Baker Al Barghuthi;
Issam Hamdan;
Saleh Al Suwaidi;
Ahmed Lootah;
Bader Al Amoudi;
Omar Al Shamsi;
Saeed Al Aryani",2019,Germany,IEEE Xplore,Q2,40,4.5,N/A
Comparative Study of Blockchain Technology in Supply Chain Management,Komal Rahul Pardeshi,2023,Canada,IEEE Xplore,Q2,4,2.31,N/A
Survey on the Application of BlockChain to IoT,"Sunghyun Cho;
Sejong Lee",2019,Brazil,IEEE Xplore,Q2,37,1.86,N/A
BC-BLPM: A multi-level security access control model based on blockchain technology,"Xiang Yu;
Zhangxiang Shu;
Qiang Li;
Jun Huang",2021,China,IEEE Xplore,Q2,61,7.72,N/A
Application of Blockchain Technology in Supply Chain Finance,"Cuiyuan Jiang;
Chen Ru",2020,China,IEEE Xplore,Q1,165,8.7,N/A
Quantum-resistant University Credentials Verification System on Blockchain,"Mahendra Kumar Shrivas;
Srujan Kachhwaha;
Ashok Bhansali;
Satya Vir Singh",2022,China,IEEE Xplore,Q2,60,8.58,N/A
Secure Blockchain for Admission Processing in Educational Institutions,"Rida Javed Kutty;
Nazura Javed",2021,Canada,IEEE Xplore,Q1,29,1.62,N/A
A Blockchain-based Approach to Secure Cloud Connected IoT Devices,"Raihan Kabir;
A S M Touhidul Hasan;
Md. Rajibul Islam;
Yutaka Watanobe",2021,China,IEEE Xplore,Q3,6,3.46,N/A
A Model for Car Registration System based on Blockchain Technology,"An C. Tran;
Vo-Quoc-Bao Bui;
Ho Gia Huy;
Hang Van Kieng;
Van Long Nguyen Huu",2021,Brazil,IEEE Xplore,Q4,28,3.53,N/A
Design of Blockchain Implementation for Cooperative: Indonesia Case,"Lukman Rosyidi;
Rusmanto Maryanto;
Muh. Syaiful Romadhon",2019,UK,IEEE Xplore,Q1,7,1.17,N/A
Exploring Generational Perspectives on Restaurant Food Safety and Blockchain Implementation: A Survey Analysis,"Sachin Yele;
Ratnesh Litoriya",2024,Canada,IEEE Xplore,Q2,56,6.24,N/A
A Cost-efficient IoT Forensics Framework with Blockchain,"Suat Mercan;
Mumin Cebe;
Ege Tekiner;
Kemal Akkaya;
Melissa Chang;
Selcuk Uluagac",2020,USA,IEEE Xplore,Q1,110,8.52,N/A
Blockchain in Healthcare: Introducing Novel Proof of Accountability Voting (PoAV) Consensus Algorithm and Custom Blockchain Network,"G.L. Kodithuwakku;
KSD Fernando",2024,Brazil,IEEE Xplore,Q2,29,7.35,N/A
Leveraging Blockchain in Labor-Intensive Jobs,"Rahul Pradhan;
Dilip Kumar Sharma",2024,USA,IEEE Xplore,Q3,29,4.85,N/A
Fundamentals of Blockchain,"Hui Li;
Han Wang",2025,India,IEEE Xplore,Q1,159,9.36,N/A
Forensic Analysis of the Libra Memecoin Incident,"Tao Yan;
Sheng-Nan Li;
Claudio J. Tessone",2025,China,IEEE Xplore,Q2,13,4.39,N/A
Exploring Sybil and Double-Spending Risks in Blockchain Systems,"Mubashar Iqbal;
Raimundas Matulevičius",2021,France,IEEE Xplore,Q3,110,7.39,N/A
An Exploratory Study on the Impact of Hosting Blockchain Applications in Cloud Infrastructures,"Ter Hui Chee;
Muhammad Ehsan Rana",2023,Brazil,IEEE Xplore,Q3,58,4.18,N/A
Blockchain Technology,"Qi Xia;
Jianbin Gao;
Isaac Amankona Obiri;
Kwame Omono Asamoah;
Daniel Adu Worae",2024,Canada,IEEE Xplore,Q3,166,8.76,N/A
Analysis of Data Management in Blockchain-Based Systems: From Architecture to Governance,"Hye-Young Paik;
Xiwei Xu;
H. M. N. Dilum Bandara;
Sung Une Lee;
Sin Kuang Lo",2019,Germany,IEEE Xplore,Q1,45,4.14,N/A
Blockchain Technologies and Their Applications in Data Science and Cyber Security,Bhavani Thuraisingham,2020,Canada,IEEE Xplore,Q2,4,2.19,N/A
Karma - blockchain based charity foundation platform,"Gubaev Renat;
Anton Peresichansky;
Alexandr Belenov;
Artem Barger",2021,USA,IEEE Xplore,Q1,25,1.62,N/A
Blockchain-Oriented Privacy Protection with Online and Offline Verification in Cross-Chain System,"Xiling Li;
Zhaofeng Ma;
Shoushan Luo",2022,Canada,IEEE Xplore,Q1,64,3.8,N/A
Blockchain-Enhanced Federated Learning for Internet of Vehicles,"Muhammad Asad;
Safa Otoum",2024,France,IEEE Xplore,Q2,24,2.76,N/A
Secure Data Access and Consensus Algorithm based on Consortium Blockchain in LVC,"Bo Pan;
Qian Tao;
Dong Wang;
Xiangdong Zhou",2021,India,IEEE Xplore,Q1,77,6.44,N/A
Transaction Latency in Blockchain Networks: Insights from Queuing Theory,"Guoli Xie;
Yungui Chen;
Jialun Fang;
Liwei Tian",2024,Germany,IEEE Xplore,Q2,20,1.45,N/A
A Review of Blockchain based Decentralised Authentication Solutions and their improvement through Metamask,"Andleeb Khan;
Parma Nand;
Bharat Bhushan;
Alaa Ali Hameed;
Akhtar Jamil",2024,India,IEEE Xplore,Q3,4,4.57,N/A
SD-SmartCert: A Blockchain-Based Certification System with Selective Disclosure,"Aachal Modak;
Suraj Jha;
Sonali Patil;
Rohini Pise",2024,USA,IEEE Xplore,Q1,150,7.53,N/A
Research and Analysis for the Network Improvement with Blockchain and Historical Nihilism,"Shanshan Gu;
Jun Hu",2020,Germany,IEEE Xplore,Q2,59,5.93,N/A
Developing Payment Channels on the Algorand Blockchain,"Domenico Tortola;
Andrea Pelosi;
Alessandro Di Biase;
Laura Ricci",2024,Brazil,IEEE Xplore,Q4,10,1.04,N/A
Enhancing Parcel Tracking with Blockchain: A Secure and Efficient Solution for Large Shipments of Medicines and Drugs,"Saud Alhoshan;
Mohammed AlAlem;
Eisa Jokhdar;
Dana Kharrat;
Nidal Nasser;
Lutful Karim",2023,India,IEEE Xplore,Q4,9,3.29,N/A
Blockchain-based Decentralized Digital Forensics Case Management System using IPFS,"Jayaraj Viswanathan;
S. Udhaya Kumar",2024,China,IEEE Xplore,Q3,24,2.45,N/A
Traceability in Permissioned Blockchain,"Tatsuo Mitani;
Akira Otsuka",2019,UK,IEEE Xplore,Q1,103,6.91,N/A
BlockZoom: Large-Scale Blockchain Testbed,"Wazen M. Shbair;
Mathis Steichen;
Jérôme François;
Radu State",2019,Canada,IEEE Xplore,Q1,29,7.35,N/A
IEEE Approved Draft Standard for Blockchain-based Digital Asset Classification,Unknown,2023,China,IEEE Xplore,Q1,17,8.9,N/A
IEEE Draft Standard for Blockchain-based Digital Asset Classification,Unknown,2023,USA,IEEE Xplore,Q2,75,5.42,N/A
Blockchain in 5G Networks: Perfomance Evaluation of Private Blockchain,"I. R. Fedorov;
A. V. Pimenov;
G. A. Panin;
S. V. Bezzateev",2021,China,IEEE Xplore,Q3,100,5.02,N/A
Designing Blockchain Solutions: Defining Functional Requirements,Hunter Albright,2021,France,IEEE Xplore,Q4,59,4.93,N/A
IoT Security: Blockchain Applications,"Junghee Lee;
Kim-Kwang Raymond Choo",2023,Germany,IEEE Xplore,Q1,3,1.61,N/A
A Hybrid Blockchain Implementation to Ensure Data Integrity and Interoperability for Public Service Organisations,"Ali Shahaab;
Imtiaz Khan;
Ross Maude;
Chaminda Hewage",2021,France,IEEE Xplore,Q2,88,4.68,N/A
A Minimal Disclosure Signature Authentication Scheme Based on Consortium Blockchain,"Zelin Yang;
Hui Ma;
Mingchao Ai;
Meijie Zhan;
Gaofei Wu;
Yuqing Zhang",2022,USA,IEEE Xplore,Q2,29,3.7,N/A
Automation of Blockchain Network Setup in Offering Blockchain as a Service (BaaS),"Jyostna Grandhi;
Mahesh U Patil;
Lakshmi Eswari P R",2023,China,IEEE Xplore,Q3,136,7.57,N/A
BBTM-IoT: New IoT Systems Trust Management Model Using Blockchain,"Mohammadjavad Sharifpour;
Seyyed Amir Asghari Tochae;
Shabnam Bohlooli",2024,France,IEEE Xplore,Q2,137,8.59,N/A
Blockchain Technology for Vehicle Maintenance Registration,"Meyliana;
Surjandy;
Erick Fernando;
Henry Antonius Eka Widjaja;
Cadelina Cassandra;
Arifa Tan;
Miranda Carolina;
Michele Carolina",2021,Germany,IEEE Xplore,Q2,26,6.51,N/A
Blockchain Types in Patient Health Records Systems: An Analysis of Risk Perceptions,"Huwida E. Said;
Nedaa B. Al Barghuthi;
Sulafa M. Badi;
Faiza Hashim;
Shini Girija",2024,Germany,IEEE Xplore,Q1,80,5.76,N/A
Design Model for Energy Trading on Blockchain,"Kimmi Kumari;
M Mrunalini;
Manish Kumar;
Viswanath Talasila;
Pradip Kumar Dixit",2019,Brazil,IEEE Xplore,Q4,67,6.77,N/A
Research on Trusted Transaction Model of E-commerce Based on Blockchain,Mengyuan Lu,2024,Germany,IEEE Xplore,Q1,86,7.24,N/A
Architecture Design for Market-oriented Transaction of Distributed Generation Based on Blockchain,"Liang SHEN;
Man ZHOU;
Xiaoxu GONG;
Zinan SHI",2019,China,IEEE Xplore,Q1,10,5.13,N/A
Farm-to-Fork: Blockchain and IoT-Based Solution for Enhancing Food Supply Chain Safety and Transparency in Saudi Arabia,"Nourah AlRossais;
Norah Alwohaibi;
Razan AlKhaluqi;
Deem Alshaye;
Lama Alnahabi;
Shada AlSalamah",2025,India,IEEE Xplore,Q2,151,8.42,N/A
Analysis of Performance of Blockchain in Cloud Computing,"Neeraj;
Prerna Agarwal;
Kaushal Bhardwaj",2025,Brazil,IEEE Xplore,Q2,80,7.31,N/A
Dependable Food Traceability Data Through Blockchain and Database Integration,"Lourenço Preto;
Samih Eisa;
Orlando Remédios;
David R. Matos;
Miguel L. Pardal",2025,China,IEEE Xplore,Q1,19,2.85,N/A
Blockchain Beyond Bitcoin: Blockchain Technology Challenges and Real-World Applications,"Muniba Memon;
Syed Shahbaz Hussain;
Umair Ahmed Bajwa;
Asad Ikhlas",2018,UK,IEEE Xplore,Q1,79,4.69,N/A
Meepo: Sharded Consortium Blockchain,"Peilin Zheng;
Quanqing Xu;
Zibin Zheng;
Zhiyuan Zhou;
Ying Yan;
Hui Zhang",2021,UK,IEEE Xplore,Q2,84,6.53,N/A
ChainPass: A Privacy-preserving Complete Cross-chain Authentication for Consortium Blockchains,"Yuwei Xu;
Ying Zhang;
Haonan Shi;
Jie Cao",2023,France,IEEE Xplore,Q3,31,6.23,N/A
Smart Contract Service Optimization in Blockchain-Cloud Collaborative Computing,"Ji Wan;
Kai Hu;
Jie Li;
Hao Su;
Qingshun Wu;
Mingyuan Li;
Libo Feng;
Yan Pan",2023,Germany,IEEE Xplore,Q1,9,3.23,N/A
Architecture Design of Blockchain-Based Applications,"Maximilian Wöhrer;
Uwe Zdun;
Stefanie Rinderle-Ma",2021,USA,IEEE Xplore,Q1,38,9.5,N/A
Monitoring Health of IIOT Devices using Blockchain,"Rushika Ramane;
Rutuja Patole;
Soundarya Nevrekar;
Anagha Aher;
Neha Deshmukh",2021,USA,IEEE Xplore,Q2,9,9.16,N/A
Hybrid Blockchain Adoption Model in Agricultural Product Supply Chain to Support Insurance Process Transparency Using Ganache,Inayatulloh,2025,Germany,IEEE Xplore,Q1,22,2.28,N/A
"A Vademecum on Blockchain Technologies: When, Which, and How","Marianna Belotti;
Nikola Božić;
Guy Pujolle;
Stefano Secci",2019,China,IEEE Xplore,Q2,171,9.55,N/A
TMRB: Trusted Multimedia Scheme With Redactable Blockchain,Tao Zhang,2025,UK,IEEE Xplore,Q2,27,4.54,N/A
A Novel Blockchain-Based Strategy for Energy Conservation in Cognitive Wireless Sensor Networks,"Khemraj Sharma;
Rohit Goyal;
Sukesh Kumar Bhagat;
Sheenu Agarwal;
Girish Singh Bisht;
Mohemmed Hussien",2024,China,IEEE Xplore,Q3,69,7.75,N/A
"When Blockchain Meets SGX: An Overview, Challenges, and Open Issues","Zijian Bao;
Qinghao Wang;
Wenbo Shi;
Lei Wang;
Hong Lei;
Bangdao Chen",2020,France,IEEE Xplore,Q2,45,2.53,N/A
Energy-recycling Blockchain with Proof-of-Deep-Learning,"Changhao Chenli;
Boyang Li;
Yiyu Shi;
Taeho Jung",2019,India,IEEE Xplore,Q1,94,9.47,N/A
"Why blockchain is important for software developers, and why software engineering is important for blockchain software (Keynote)",Michele Marchesi,2018,Germany,IEEE Xplore,Q1,16,1.5,N/A
Performance Evaluation of Cryptographic Schemes for Blockchain Security of Smart Grids,"Emanuele Raso;
Lorenzo Bracciale;
Pierluigi Gallo;
Giorgio Bernardinetti;
Giuseppe Bianchi;
Eleonora Riva Sanseverino;
Pierpaolo Loreti",2022,France,IEEE Xplore,Q2,39,5.67,N/A
A Technique to Avoid Blockchain Denial of Service (BDoS) and Selfish Mining Attack,"Md. Ahsan Habib;
Md. Motaleb Hossen Manik",2023,China,IEEE Xplore,Q2,47,9.54,N/A
Research On Privacy Protection Scheme For Educational Data Based On Blockchain,Xun Gao,2023,UK,IEEE Xplore,Q1,22,2.2,N/A
Blockchain-IoT Demo for Supply Chain Management,"Yash Madhwal;
Yury Yanovich",2024,UK,IEEE Xplore,Q2,66,9.48,N/A
Research on Spatio-Temporal Blockchain Query Optimization for Electronic Document Tamper Resistance,"Jincheng Wang;
Zeyu Dou;
Jingshi Yang;
Xiaoyi Wang;
Yuzhe Zhang",2023,China,IEEE Xplore,Q2,143,7.98,N/A
